0,0.0019977
0.1,0.16025
0.2,0.31849
0.3,0.47674
0.4,0.63499
0.5,0.79324
0.6,0.93949
0.7,1.0857
0.8,1.232
0.9,1.3783
1,1.5245
1.1,1.6505
1.2,1.7765
1.3,1.9025
1.4,2.0285
1.5,2.1545
1.6,2.2572
1.7,2.3599
1.8,2.4625
1.9,2.5652
2,2.6679
2.1,2.7484
2.2,2.8289
2.3,2.9095
2.4,2.99
2.5,3.0705
2.6,3.1323
2.7,3.1942
2.8,3.256
2.9,3.3178
3,3.3796
3.1,3.4268
3.2,3.4739
3.3,3.5211
3.4,3.5683
3.5,3.6154
3.6,3.6516
3.7,3.6877
3.8,3.7239
3.9,3.76
4,3.7962
4.1,3.8242
4.2,3.8523
4.3,3.8804
4.4,3.9085
4.5,3.9366
4.6,3.9588
4.7,3.981
4.8,4.0032
4.9,4.0254
5,4.0476
5.1,4.0655
5.2,4.0834
5.3,4.1013
5.4,4.1192
5.5,4.1371
5.6,4.1519
5.7,4.1666
5.8,4.1814
5.9,4.1961
6,4.2109
6.1,4.2233
6.2,4.2356
6.3,4.248
6.4,4.2604
6.5,4.2728
6.6,4.2833
6.7,4.2939
6.8,4.3044
6.9,4.315
7,4.3255
7.1,4.3347
7.2,4.3438
7.3,4.353
7.4,4.3621
7.5,4.3712
7.6,4.3792
7.7,4.3873
7.8,4.3953
7.9,4.4033
8,4.4113
8.1,4.4184
8.2,4.4255
8.3,4.4326
8.4,4.4397
8.5,4.4468
8.6,4.4531
8.7,4.4595
8.8,4.4658
8.9,4.4721
9,4.4785
