0,0
0.1,0.15674
0.2,0.31306
0.3,0.46855
0.4,0.6228
0.5,0.77544
0.6,0.92608
0.7,1.0744
0.8,1.2201
0.9,1.3628
1,1.5023
1.1,1.6384
1.2,1.7708
1.3,1.8995
1.4,2.0242
1.5,2.145
1.6,2.2617
1.7,2.3742
1.8,2.4827
1.9,2.587
2,2.6872
2.1,2.7834
2.2,2.8756
2.3,2.964
2.4,3.0486
2.5,3.1295
2.6,3.2068
2.7,3.2806
2.8,3.3512
2.9,3.4185
3,3.4828
3.1,3.5441
3.2,3.6026
3.3,3.6583
3.4,3.7115
3.5,3.7623
3.6,3.8107
3.7,3.8569
3.8,3.9009
3.9,3.943
4,3.9831
4.1,4.0214
4.2,4.058
4.3,4.0929
4.4,4.1263
4.5,4.1582
4.6,4.1888
4.7,4.218
4.8,4.2459
4.9,4.2726
5,4.2982
5.1,4.3227
5.2,4.3462
5.3,4.3687
5.4,4.3903
5.5,4.4111
5.6,4.4309
5.7,4.45
5.8,4.4684
5.9,4.486
6,4.5029
6.1,4.5192
6.2,4.5348
6.3,4.5499
6.4,4.5644
6.5,4.5783
6.6,4.5917
6.7,4.6047
6.8,4.6171
6.9,4.6292
7,4.6407
7.1,4.6519
7.2,4.6627
7.3,4.6731
7.4,4.6831
7.5,4.6928
7.6,4.7022
7.7,4.7112
7.8,4.7199
7.9,4.7283
8,4.7365
8.1,4.7444
8.2,4.752
8.3,4.7594
8.4,4.7665
8.5,4.7734
8.6,4.7801
8.7,4.7865
8.8,4.7928
8.9,4.7988
9,4.8047
