0,0.0015817
0.1,0.2528
0.2,0.50192
0.3,0.74892
0.4,0.99382
0.5,1.2366
0.6,1.4351
0.7,1.6028
0.8,1.7568
0.9,1.9035
1,2.0461
1.1,2.1619
1.2,2.2645
1.3,2.363
1.4,2.4588
1.5,2.5527
1.6,2.6321
1.7,2.6995
1.8,2.7594
1.9,2.8137
2,2.8639
2.1,2.9061
2.2,2.944
2.3,2.9794
2.4,3.0133
2.5,3.0463
2.6,3.0762
2.7,3.1033
2.8,3.1283
2.9,3.1514
3,3.1732
3.1,3.1932
3.2,3.2119
3.3,3.2302
3.4,3.2479
3.5,3.2655
3.6,3.2822
3.7,3.298
3.8,3.313
3.9,3.3273
4,3.3411
4.1,3.3542
4.2,3.3668
4.3,3.3793
4.4,3.3917
4.5,3.4041
4.6,3.416
4.7,3.4275
4.8,3.4387
4.9,3.4495
5,3.4599
5.1,3.47
5.2,3.48
5.3,3.4899
5.4,3.4996
5.5,3.5095
5.6,3.5189
5.7,3.5283
5.8,3.5373
5.9,3.5462
6,3.5549
6.1,3.5633
6.2,3.5716
6.3,3.5798
6.4,3.5881
6.5,3.5962
6.6,3.6043
6.7,3.6122
6.8,3.62
6.9,3.6276
7,3.635
7.1,3.6422
7.2,3.6494
7.3,3.6567
7.4,3.6638
7.5,3.6708
7.6,3.6779
7.7,3.6849
7.8,3.6916
7.9,3.6983
8,3.7049
8.1,3.7114
8.2,3.7178
8.3,3.7242
8.4,3.7305
8.5,3.7368
8.6,3.7431
8.7,3.7493
8.8,3.7554
8.9,3.7615
9,3.7674
