1,1,0
0.5,2,0.16652
0.33333,3,0.11171
0.25,4,0.084694
0.2,5,0.069703
0.16667,6,0.061149
0.14286,7,0.056291
0.125,8,0.053572
0.11111,9,0.052075
0.1,10,0.051262
0.090909,11,0.050827
0.083333,12,0.050595
0.076923,13,0.050472
0.071429,14,0.050403
0.066667,15,0.050361
0.0625,16,0.050328
0.058824,17,0.050295
0.055556,18,0.050256
0.052632,19,0.050207
0.05,20,0.050146
0.047619,21,0.050071
0.045455,22,0.04998
0.043478,23,0.049872
0.041667,24,0.049747
0.04,25,0.049606
0.038462,26,0.049447
0.037037,27,0.049272
0.035714,28,0.04908
0.034483,29,0.048873
0.033333,30,0.048652
0.032258,31,0.048417
0.03125,32,0.048169
0.030303,33,0.04791
0.029412,34,0.047639
0.028571,35,0.047359
0.027778,36,0.04707
0.027027,37,0.046774
0.026316,38,0.04647
0.025641,39,0.04616
0.025,40,0.045844
0.02439,41,0.045524
0.02381,42,0.0452
0.023256,43,0.044873
0.022727,44,0.044543
0.022222,45,0.044211
0.021739,46,0.043878
0.021277,47,0.043544
0.020833,48,0.043209
0.020408,49,0.042874
0.02,50,0.042539
0.019608,51,0.042205
0.019231,52,0.041872
0.018868,53,0.04154
0.018519,54,0.041209
0.018182,55,0.04088
0.017857,56,0.040553
0.017544,57,0.040228
0.017241,58,0.039905
0.016949,59,0.039585
0.016667,60,0.039267
0.016393,61,0.038951
0.016129,62,0.038639
0.015873,63,0.038329
0.015625,64,0.038022
0.015385,65,0.037719
0.015152,66,0.037418
0.014925,67,0.03712
0.014706,68,0.036825
0.014493,69,0.036534
0.014286,70,0.036245
0.014085,71,0.03596
0.013889,72,0.035678
0.013699,73,0.035399
0.013514,74,0.035124
0.013333,75,0.034851
0.013158,76,0.034582
0.012987,77,0.034316
0.012821,78,0.034053
0.012658,79,0.033793
0.0125,80,0.033536
0.012346,81,0.033282
0.012195,82,0.033032
0.012048,83,0.032784
0.011905,84,0.03254
0.011765,85,0.032298
0.011628,86,0.03206
0.011494,87,0.031824
0.011364,88,0.031591
0.011236,89,0.031361
0.011111,90,0.031134
0.010989,91,0.03091
0.01087,92,0.030688
0.010753,93,0.030469
0.010638,94,0.030253
0.010526,95,0.030039
0.010417,96,0.029828
0.010309,97,0.02962
0.010204,98,0.029414
0.010101,99,0.029211
0.01,100,0.02901
0.009901,101,0.028812
0.0098039,102,0.028616
0.0097087,103,0.028422
0.0096154,104,0.028231
0.0095238,105,0.028042
0.009434,106,0.027855
0.0093458,107,0.027671
0.0092593,108,0.027489
0.0091743,109,0.027309
0.0090909,110,0.027131
0.009009,111,0.026955
0.0089286,112,0.026781
0.0088496,113,0.026609
0.0087719,114,0.02644
0.0086957,115,0.026272
0.0086207,116,0.026106
0.008547,117,0.025942
0.0084746,118,0.02578
0.0084034,119,0.02562
0.0083333,120,0.025462
0.0082645,121,0.025305
0.0081967,122,0.025151
0.0081301,123,0.024998
0.0080645,124,0.024847
0.008,125,0.024697
0.0079365,126,0.024549
0.007874,127,0.024403
0.0078125,128,0.024259
0.0077519,129,0.024116
0.0076923,130,0.023974
0.0076336,131,0.023834
0.0075758,132,0.023696
0.0075188,133,0.023559
0.0074627,134,0.023424
0.0074074,135,0.02329
0.0073529,136,0.023158
0.0072993,137,0.023027
0.0072464,138,0.022897
0.0071942,139,0.022769
0.0071429,140,0.022642
0.0070922,141,0.022517
0.0070423,142,0.022393
0.006993,143,0.02227
0.0069444,144,0.022148
0.0068966,145,0.022028
0.0068493,146,0.021909
0.0068027,147,0.021791
0.0067568,148,0.021675
0.0067114,149,0.021559
0.0066667,150,0.021445
0.0066225,151,0.021332
0.0065789,152,0.02122
0.0065359,153,0.021109
0.0064935,154,0.020999
0.0064516,155,0.02089
0.0064103,156,0.020783
0.0063694,157,0.020676
0.0063291,158,0.020571
0.0062893,159,0.020466
0.00625,160,0.020363
0.0062112,161,0.020261
0.0061728,162,0.020159
0.006135,163,0.020059
0.0060976,164,0.019959
0.0060606,165,0.019861
0.0060241,166,0.019763
0.005988,167,0.019666
0.0059524,168,0.019571
0.0059172,169,0.019476
0.0058824,170,0.019382
0.005848,171,0.019289
0.005814,172,0.019197
0.0057803,173,0.019105
0.0057471,174,0.019015
0.0057143,175,0.018925
0.0056818,176,0.018836
0.0056497,177,0.018748
0.005618,178,0.018661
0.0055866,179,0.018574
0.0055556,180,0.018488
0.0055249,181,0.018403
0.0054945,182,0.018319
0.0054645,183,0.018236
0.0054348,184,0.018153
0.0054054,185,0.018071
0.0053763,186,0.01799
0.0053476,187,0.017909
0.0053191,188,0.017829
0.005291,189,0.01775
0.0052632,190,0.017672
0.0052356,191,0.017594
0.0052083,192,0.017517
0.0051813,193,0.01744
0.0051546,194,0.017365
0.0051282,195,0.017289
0.005102,196,0.017215
0.0050761,197,0.017141
0.0050505,198,0.017068
0.0050251,199,0.016995
0.005,200,0.016923
0.0049751,201,0.016851
0.0049505,202,0.01678
0.0049261,203,0.01671
0.004902,204,0.01664
0.004878,205,0.016571
0.0048544,206,0.016503
0.0048309,207,0.016434
0.0048077,208,0.016367
0.0047847,209,0.0163
0.0047619,210,0.016234
0.0047393,211,0.016168
0.004717,212,0.016102
0.0046948,213,0.016037
0.0046729,214,0.015973
0.0046512,215,0.015909
0.0046296,216,0.015846
0.0046083,217,0.015783
0.0045872,218,0.015721
0.0045662,219,0.015659
0.0045455,220,0.015597
0.0045249,221,0.015536
0.0045045,222,0.015476
0.0044843,223,0.015416
0.0044643,224,0.015356
0.0044444,225,0.015297
0.0044248,226,0.015239
0.0044053,227,0.01518
0.004386,228,0.015123
0.0043668,229,0.015065
0.0043478,230,0.015008
0.004329,231,0.014952
0.0043103,232,0.014896
0.0042918,233,0.01484
0.0042735,234,0.014785
0.0042553,235,0.01473
0.0042373,236,0.014676
0.0042194,237,0.014621
0.0042017,238,0.014568
0.0041841,239,0.014515
0.0041667,240,0.014462
0.0041494,241,0.014409
0.0041322,242,0.014357
0.0041152,243,0.014305
0.0040984,244,0.014254
0.0040816,245,0.014203
0.004065,246,0.014152
0.0040486,247,0.014102
0.0040323,248,0.014052
0.0040161,249,0.014002
0.004,250,0.013953
0.0039841,251,0.013904
0.0039683,252,0.013855
0.0039526,253,0.013807
0.003937,254,0.013759
0.0039216,255,0.013711
0.0039063,256,0.013664
0.0038911,257,0.013617
0.003876,258,0.013571
0.003861,259,0.013524
0.0038462,260,0.013478
0.0038314,261,0.013433
0.0038168,262,0.013387
0.0038023,263,0.013342
0.0037879,264,0.013297
0.0037736,265,0.013253
0.0037594,266,0.013209
0.0037453,267,0.013165
0.0037313,268,0.013121
0.0037175,269,0.013078
0.0037037,270,0.013035
0.00369,271,0.012992
0.0036765,272,0.012949
0.003663,273,0.012907
0.0036496,274,0.012865
0.0036364,275,0.012823
0.0036232,276,0.012782
0.0036101,277,0.012741
0.0035971,278,0.0127
0.0035842,279,0.012659
0.0035714,280,0.012619
0.0035587,281,0.012579
0.0035461,282,0.012539
0.0035336,283,0.012499
0.0035211,284,0.01246
0.0035088,285,0.012421
0.0034965,286,0.012382
0.0034843,287,0.012343
0.0034722,288,0.012305
0.0034602,289,0.012267
0.0034483,290,0.012229
0.0034364,291,0.012191
0.0034247,292,0.012153
0.003413,293,0.012116
0.0034014,294,0.012079
0.0033898,295,0.012042
0.0033784,296,0.012006
0.003367,297,0.011969
0.0033557,298,0.011933
0.0033445,299,0.011897
0.0033333,300,0.011862
