0,1.0578e-012
0.1,0.033304
0.2,0.066608
0.3,0.099913
0.4,0.13322
0.5,0.16652
0.6,0.19803
0.7,0.22954
0.8,0.26105
0.9,0.29256
1,0.32406
1.1,0.35235
1.2,0.38063
1.3,0.40892
1.4,0.4372
1.5,0.46549
1.6,0.48971
1.7,0.51393
1.8,0.53815
1.9,0.56237
2,0.58659
2.1,0.6065
2.2,0.62641
2.3,0.64632
2.4,0.66624
2.5,0.68615
2.6,0.70198
2.7,0.71782
2.8,0.73365
2.9,0.74948
3,0.76531
3.1,0.77757
3.2,0.78983
3.3,0.80209
3.4,0.81434
3.5,0.8266
3.6,0.8359
3.7,0.84519
3.8,0.85449
3.9,0.86378
4,0.87308
4.1,0.88002
4.2,0.88695
4.3,0.89389
4.4,0.90083
4.5,0.90777
4.6,0.91289
4.7,0.91801
4.8,0.92313
4.9,0.92825
5,0.93337
5.1,0.93712
5.2,0.94087
5.3,0.94462
5.4,0.94836
5.5,0.95211
5.6,0.95484
5.7,0.95757
5.8,0.9603
5.9,0.96302
6,0.96575
6.1,0.96773
6.2,0.96971
6.3,0.97169
6.4,0.97367
6.5,0.97565
6.6,0.97709
6.7,0.97852
6.8,0.97996
6.9,0.98139
7,0.98283
7.1,0.98388
7.2,0.98492
7.3,0.98597
7.4,0.98702
7.5,0.98806
7.6,0.98883
7.7,0.9896
7.8,0.99037
7.9,0.99114
8,0.99191
8.1,0.99249
8.2,0.99307
8.3,0.99365
8.4,0.99423
8.5,0.99481
8.6,0.99526
8.7,0.99571
8.8,0.99616
8.9,0.99662
9,0.99707
