0,0.001569
0.1,0.1232
0.2,0.24429
0.3,0.36482
0.4,0.48479
0.5,0.60421
0.6,0.71694
0.7,0.82301
0.8,0.92553
0.9,1.0262
1,1.1258
1.1,1.2207
1.2,1.3145
1.3,1.4087
1.4,1.5032
1.5,1.598
1.6,1.6871
1.7,1.7712
1.8,1.8522
1.9,1.9307
2,2.0072
2.1,2.0779
2.2,2.1452
2.3,2.2106
2.4,2.2749
2.5,2.3384
2.6,2.3979
2.7,2.4538
2.8,2.5074
2.9,2.559
3,2.6092
3.1,2.6558
3.2,2.6998
3.3,2.7424
3.4,2.7838
3.5,2.8245
3.6,2.8626
3.7,2.8987
3.8,2.9332
3.9,2.9664
4,2.9985
4.1,3.0286
4.2,3.0572
4.3,3.0849
4.4,3.1118
4.5,3.1381
4.6,3.1631
4.7,3.1868
4.8,3.2097
4.9,3.2317
5,3.2529
5.1,3.2731
5.2,3.2924
5.3,3.3112
5.4,3.3294
5.5,3.3475
5.6,3.3645
5.7,3.3811
5.8,3.3969
5.9,3.4123
6,3.4273
6.1,3.4415
6.2,3.4554
6.3,3.4689
6.4,3.4821
6.5,3.4951
6.6,3.5077
6.7,3.5198
6.8,3.5317
6.9,3.5431
7,3.5542
7.1,3.565
7.2,3.5755
7.3,3.5859
7.4,3.596
7.5,3.6059
7.6,3.6157
7.7,3.6253
7.8,3.6344
7.9,3.6435
8,3.6524
8.1,3.661
8.2,3.6694
8.3,3.6777
8.4,3.6859
8.5,3.694
8.6,3.702
8.7,3.7098
8.8,3.7174
8.9,3.725
9,3.7323
